SN,NAME,WINE,YR,REG,TP,RT,NUMR,PR,BD,ACD, RSG , AL , DN 
W9338-57892,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4718 , 11.3055 , 0.9969 
W4617-75963,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4715 , 10.8116 , 0.9971 
W8715-55968,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4708 , 10.6347 , 0.9978 
W4372-19413,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4705 , 11.1372 , 0.9961 
W9801-16081,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4703 , 11.0456 , 0.9960 
W6112-31425,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4690 , 10.6368 , 0.9973 
W5700-43390,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4688 , 11.2291 , 0.9972 
W9086-55545,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4685 , 11.0409 , 0.9963 
W1693-97998,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4685 , 9.7932 , 0.9972 
W7818-73631,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4664 , 12.1222 , 0.9960 
W5130-51622,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4663 , 11.3421 , 0.9964 
W6578-23955,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4655 , 11.7300 , 0.9965 
W2270-81456,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4646 , 10.2196 , 0.9965 
W7853-69643,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4646 , 11.3762 , 0.9966 
W7639-69329,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4640 , 11.3160 , 0.9964 
W3573-13060,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4631 , 10.7806 , 0.9964 
W1735-92892,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4626 , 12.4161 , 0.9948 
W5290-66653,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4612 , 11.4421 , 0.9962 
W1253-15954,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4610 , 10.6925 , 0.9960 
W8370-56269,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4606 , 11.6481 , 0.9958 
W6344-81981,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4601 , 10.6778 , 0.9969 
W3243-95975,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4599 , 9.7430 , 0.9973 
W6948-30054,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4591 , 10.8448 , 0.9967 
W4839-35533,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4581 , 11.5089 , 0.9952 
W5230-94211,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4554 , 11.4709 , 0.9973 
W2820-83157,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4553 , 11.7917 , 0.9957 
W2833-18820,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4552 , 10.9957 , 0.9967 
W1474-25481,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4550 , 10.8231 , 0.9965 
W5093-29905,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4548 , 11.0008 , 0.9955 
W7472-17007,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4537 , 10.8650 , 0.9975 
W9258-71345,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4528 , 10.5684 , 0.9975 
W9452-83298,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4527 , 11.3987 , 0.9965 
W7006-22980,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4523 , 11.8431 , 0.9954 
W3933-40448,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4510 , 11.7741 , 0.9951 
W8615-44902,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4502 , 11.1572 , 0.9960 
W8699-29384,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4501 , 11.0394 , 0.9955 
W2925-58982,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4499 , 12.2653 , 0.9946 
W6841-42121,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4496 , 10.8537 , 0.9958 
W8313-11983,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4493 , 11.0824 , 0.9966 
W9788-60132,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4493 , 11.2003 , 0.9968 
W5707-10407,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4492 , 10.5946 , 0.9971 
W2932-96043,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4489 , 11.4730 , 0.9966 
W3937-19002,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4487 , 11.4396 , 0.9946 
W9406-89132,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4486 , 11.6323 , 0.9960 
W2021-51428,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4482 , 10.8752 , 0.9966 
W5498-63903,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4482 , 11.1529 , 0.9976 
W1454-85943,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4473 , 11.8946 , 0.9948 
W7287-16398,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4471 , 11.4204 , 0.9963 
W4274-73298,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4467 , 11.0713 , 0.9954 
W4812-52499,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4460 , 11.6174 , 0.9961 
W9684-91212,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4445 , 11.9865 , 0.9951 
W2972-22317,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4438 , 10.8088 , 0.9962 
W4982-34849,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4437 , 11.5971 , 0.9952 
W1055-93204,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4413 , 11.7104 , 0.9963 
W3391-89885,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4411 , 11.5678 , 0.9954 
W1858-77728,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4408 , 11.2351 , 0.9969 
W3195-18626,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4406 , 10.1985 , 0.9974 
W2167-40631,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4401 , 11.3904 , 0.9960 
W6075-86546,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4397 , 12.0598 , 0.9957 
W2786-81048,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4392 , 11.4738 , 0.9959 
W8960-45559,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4376 , 12.0278 , 0.9936 
W7448-45991,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4375 , 10.6011 , 0.9965 
W6134-77331,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4371 , 10.9946 , 0.9965 
W1427-58808,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4366 , 11.5423 , 0.9970 
W6701-55371,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4365 , 11.1207 , 0.9955 
W9535-11381,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4360 , 11.3280 , 0.9955 
W1780-18580,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4353 , 10.4087 , 0.9962 
W9689-84789,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4348 , 10.8582 , 0.9969 
W2249-63701,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4339 , 12.3414 , 0.9956 
W7910-17381,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4335 , 11.2879 , 0.9964 
W4314-96071,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4333 , 11.4303 , 0.9948 
W4313-70741,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4325 , 11.2172 , 0.9955 
W3509-18923,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4322 , 10.9689 , 0.9970 
W3952-42035,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4320 , 11.7140 , 0.9954 
W1560-45200,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4315 , 10.9237 , 0.9964 
W7264-78663,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4307 , 11.1360 , 0.9958 
W9465-29365,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4303 , 11.6459 , 0.9954 
W2734-30610,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4293 , 11.5595 , 0.9944 
W9915-19034,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4286 , 10.4796 , 0.9972 
W5175-60509,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4266 , 11.8854 , 0.9954 
W5591-56923,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4262 , 11.3070 , 0.9959 
W6639-34264,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4255 , 11.3270 , 0.9957 
W4727-23757,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4251 , 10.7818 , 0.9964 
W9023-28702,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4249 , 10.5378 , 0.9965 
W9017-62056,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4248 , 11.4482 , 0.9964 
W7037-94253,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4234 , 11.5979 , 0.9961 
W4835-12010,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4226 , 11.4463 , 0.9950 
W7454-75646,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4224 , 11.3221 , 0.9961 
W7175-22903,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4223 , 10.8374 , 0.9972 
W2593-72506,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4223 , 11.6912 , 0.9954 
W3372-55495,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4218 , 11.4977 , 0.9956 
W4743-32985,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4212 , 11.8420 , 0.9944 
W2016-14899,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4210 , 11.6082 , 0.9961 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4209 , 11.6268 , 0.9947 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4208 , 11.4179 , 0.9963 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4208 , 11.3890 , 0.9961 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4207 , 11.4755 , 0.9953 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4205 , 11.9502 , 0.9951 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4203 , 11.3806 , 0.9963 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4198 , 11.2830 , 0.9961 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4198 , 10.8865 , 0.9965 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4196 , 10.4266 , 0.9963 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4195 , 10.7732 , 0.9965 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4188 , 10.3635 , 0.9968 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4187 , 12.2892 , 0.9952 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4182 , 11.8452 , 0.9951 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4182 , 11.0151 , 0.9962 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4179 , 11.1788 , 0.9963 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4177 , 11.0735 , 0.9962 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4177 , 11.4526 , 0.9959 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4169 , 11.9228 , 0.9951 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4169 , 11.9792 , 0.9949 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4160 , 10.9878 , 0.9961 
W1312-27267,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4145 , 11.0100 , 0.9968 
W9370-38179,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4141 , 10.9288 , 0.9951 
W3537-99603,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4141 , 11.0037 , 0.9972 
W7940-27233,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4138 , 11.4609 , 0.9946 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4137 , 12.1830 , 0.9953 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4136 , 11.0562 , 0.9963 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4136 , 10.7985 , 0.9965 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4136 , 11.0711 , 0.9964 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4135 , 11.5478 , 0.9956 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4135 , 11.8085 , 0.9961 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4128 , 11.4343 , 0.9965 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4126 , 10.5934 , 0.9972 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4125 , 11.5636 , 0.9964 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4122 , 11.9734 , 0.9947 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4112 , 11.7231 , 0.9950 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4107 , 12.2031 , 0.9956 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4107 , 11.8534 , 0.9954 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4104 , 11.6525 , 0.9953 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4104 , 10.9540 , 0.9970 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4095 , 10.9896 , 0.9960 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4084 , 11.5447 , 0.9956 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4082 , 11.0214 , 0.9961 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4066 , 10.7843 , 0.9972 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4053 , 11.6954 , 0.9955 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4052 , 10.1148 , 0.9970 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4051 , 11.3178 , 0.9954 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4050 , 11.3697 , 0.9958 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4049 , 11.9389 , 0.9948 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.4045 , 11.5812 , 0.9960 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4022 , 11.2638 , 0.9956 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4018 , 11.7486 , 0.9955 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4017 , 12.4760 , 0.9948 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4007 , 11.2111 , 0.9956 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.4007 , 10.6202 , 0.9973 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.3981 , 11.1583 , 0.9958 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3973 , 12.1795 , 0.9951 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3973 , 11.5945 , 0.9952 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3967 , 11.3056 , 0.9973 
W3146-53767,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3965 , 12.1212 , 0.9951 
W3824-44008,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3963 , 11.0713 , 0.9963 
W1770-25770,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3962 , 11.6746 , 0.9952 
W6236-16626,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3962 , 11.3032 , 0.9963 
W9502-66854,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.3960 , 11.6684 , 0.9957 
W8112-77573,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3960 , 11.3152 , 0.9962 
W2127-67854,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3950 , 10.7139 , 0.9967 
W3060-80285,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3946 , 10.9572 , 0.9960 
W6113-67036,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3943 , 10.4102 , 0.9973 
W9398-61999,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3937 , 11.1649 , 0.9971 
W1524-38981,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3935 , 10.4331 , 0.9973 
W6351-56891,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3926 , 11.1763 , 0.9957 
W9228-33923,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3923 , 10.6598 , 0.9965 
W3533-23967,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3921 , 11.1934 , 0.9966 
W9667-36681,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3912 , 11.0936 , 0.9973 
W9566-59095,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3911 , 11.5051 , 0.9951 
W8795-53324,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3909 , 10.9491 , 0.9963 
W3327-65705,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3881 , 10.6646 , 0.9968 
W5532-77338,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3869 , 10.7034 , 0.9965 
W8802-72444,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3865 , 11.9506 , 0.9954 
W1267-38652,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3861 , 11.7159 , 0.9951 
W7257-46395,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3858 , 10.7149 , 0.9966 
W2447-44055,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3854 , 10.8846 , 0.9967 
W1003-83159,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3852 , 11.3247 , 0.9954 
W3728-66031,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3845 , 11.1118 , 0.9960 
W2047-36614,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3835 , 11.6906 , 0.9954 
W6234-88341,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3834 , 11.4841 , 0.9961 
W3697-47217,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3817 , 10.8494 , 0.9965 
W8033-65684,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3816 , 10.3381 , 0.9977 
W3019-59880,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3816 , 11.0988 , 0.9958 
W2617-78329,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3805 , 11.1175 , 0.9956 
W1246-66630,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,NA,NA, 9.3805 , 11.4768 , 0.9963 
W8864-11963,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3804 , 12.0169 , 0.9950 
W6095-26197,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3798 , 11.1486 , 0.9962 
W7394-12355,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3798 , 10.8148 , 0.9964 
W5037-65961,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3796 , 10.9206 , 0.9968 
W7100-79168,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3792 , 11.2150 , 0.9958 
W1759-41878,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3792 , 10.9602 , 0.9964 
W1888-24892,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3791 , 11.2076 , 0.9960 
W6526-69206,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3771 , 11.6861 , 0.9964 
W7273-92162,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3764 , 11.6937 , 0.9965 
W9445-48053,Ramon Bilbao,Mirto,2011,Rioja,Rioja Red,4.1,402,28.53,4,3, 9.3759 , 11.1304 , 0.9969 
